C,tol,solver,oversampling_method,roc_auc
34.53845943716326,0.09575149707477067,saga,none,0.9044708604876245
26.06800258114061,0.04910936561577195,sag,ada,0.8866187724975848
80.03906608953766,0.013670346758652389,sag,none,0.9045664862403262
93.42595525094245,1e-05,newton-cholesky,none,0.9046185289356158
95.68017653731005,0.058807524193284035,sag,none,0.9047075404148085
16.007640651889556,0.09735254210951415,newton-cholesky,ada,0.8849689629685473
6.346895009485101,0.06623339812508623,newton-cg,none,0.876698390670057
67.66291756213789,0.07586339273353838,saga,ada,0.8839762208578916
16.8363151695804,0.024659615371572175,lbfgs,ada,0.801726626226318
35.85822365238481,0.024892386655374216,liblinear,none,0.904588921098289
83.2492745989974,0.014725169594065949,sag,ada,0.8868897294963659
18.669732879292546,0.028576956125055588,saga,ada,0.8859510698983541
91.13956515162165,0.08150516733240702,saga,none,0.9040220056784873
76.9795591768437,0.02354599938240123,newton-cholesky,ada,0.8863212328293631
20.76033040616742,0.038057677292685686,liblinear,ada,0.885432775102517
2.546721588392942,0.047960209758713984,saga,none,0.9044551471998287
85.6762024943388,0.0679631549432138,newton-cholesky,none,0.9043098588026522
11.401320728995659,0.07661229471776576,lbfgs,ada,0.7910640337424818
81.38644167126354,0.08095068457826898,newton-cholesky,none,0.9043098730934681
33.17130324652451,0.006897640849051079,sag,none,0.9046228149390453
46.91882592781495,0.04949135622309575,newton-cholesky,ada,0.8849079865669776
79.11587543970384,0.049248266821023304,newton-cg,none,0.8887434299250153
20.327304036683923,0.09499639297742074,sag,ada,0.884993819916131
94.47866417727602,0.05428895380549954,saga,ada,0.885016491554086
68.97628244149043,0.021666364382644722,newton-cholesky,ada,0.8863277360090424
10.806976024266898,0.062181726618901256,saga,none,0.9044995908698272
94.3147647630586,0.04212736098136392,sag,ada,0.8867112134958702
57.81476953830057,0.059929600122849334,newton-cg,ada,0.795092463833087
55.414956245183646,0.04644953404757215,liblinear,ada,0.8846698165672388
54.72348655820515,0.07642641007470372,lbfgs,none,0.8722073888526234
38.13922140757804,0.0712599131582851,newton-cholesky,ada,0.8849160809250284
2.2381756843556238,0.0726502960664661,sag,none,0.903518125623621
61.26470621280732,0.0441553815696338,newton-cholesky,ada,0.8848995378313997
0.021750054621104208,0.014660217027069293,saga,ada,0.8760995875372256
58.123688896587666,0.0339174237000457,saga,none,0.9046142328497276
38.186899601126775,0.030881534699302573,lbfgs,ada,0.8017266203591374
53.916092915450925,0.05321157708946323,saga,ada,0.885070185634223
31.350129925781697,0.0827326736844162,sag,ada,0.886282924474454
8.64529551299818,0.061298053463018656,newton-cholesky,ada,0.8850266126791969
86.80114337812941,0.08020979310167213,newton-cg,none,0.8766984406718609
18.625433139696227,0.029781048582539292,sag,none,0.9044744013564815
97.09947950054627,0.0071946494795169305,sag,ada,0.8869686137699855
81.4275007862718,0.035058763169565854,sag,none,0.9044846159253983
0.6828439201394634,0.07930782390648895,sag,ada,0.8850289137804673
20.573172137371465,0.09052122837847784,liblinear,ada,0.8743439400881553
43.458512815598105,0.05431281148221071,saga,ada,0.8851127133468925
57.51781461616202,0.010293476875753639,liblinear,none,0.9045888782365425
91.48227602247906,0.021660744002883755,lbfgs,none,0.8894381197302653
39.90427489969206,0.06754485999173959,newton-cholesky,ada,0.8849141987344945
7.539837931486306,0.008030468046339364,newton-cg,ada,0.8807241109232317
19.667804293165037,0.04738890333555427,newton-cholesky,none,0.9043104945673898
6.001103265730829,0.09947015378752881,liblinear,ada,0.8742924027629672
36.22167222204342,0.014799288532886487,liblinear,none,0.9045890925345739
31.772668758773754,0.015254043473815803,lbfgs,none,0.8971829968084412
38.681669320781886,0.06330809307497258,liblinear,ada,0.8829083998784402
58.74628199779373,0.040170327735786,newton-cholesky,none,0.9043098159537469
2.401699773028909,0.09092073694861813,newton-cg,ada,0.7950924485784246
84.9456091356988,0.01921089906237294,lbfgs,ada,0.806331848342437
66.09157215809276,0.05705707268048532,lbfgs,none,0.8722073888526234
73.35235250956885,0.07983390868218461,saga,none,0.9043106414121005
6.634255065524382,0.05132485379136867,saga,ada,0.8850878118603118
67.62377653978415,0.08306057343905619,saga,ada,0.8838962827389302
8.400905957921763,0.030950432092381477,lbfgs,ada,0.8017266121450907
15.060821530526033,0.07770555147285352,saga,none,0.9033882341782525
67.50214515495325,0.026905274940328787,saga,none,0.9045774778980271
57.72476994253443,0.012080586271589885,lbfgs,ada,0.8360968319636792
17.865556566915853,0.012908830561949115,saga,none,0.9046101969855024
85.62439928230734,0.030886188287178293,liblinear,ada,0.8848952970745408
80.64599785161194,0.0893193580185191,newton-cholesky,ada,0.8848927635883005
29.868659308710285,0.061258013969369474,saga,none,0.9045078840045687
45.67201614221773,0.07868482490781922,newton-cg,ada,0.795092463833087
17.752860547685756,0.08528365712224212,sag,ada,0.8859190573171697
69.58135285781484,0.022144700453966815,newton-cholesky,none,0.904582096770388
70.36364878633712,0.03734334197817553,liblinear,ada,0.8852235314730482
87.88852569478873,0.007356286997800973,liblinear,none,0.9046321228640629
48.667105259554845,0.02699741065788103,newton-cg,none,0.8887434084877216
49.301843287899246,0.09876473882390516,liblinear,ada,0.8743577385264464
88.34995337941079,0.07132782027043498,lbfgs,ada,0.7910640337424818
36.829973441322785,0.04799868237376555,lbfgs,ada,0.8017266203591374
100.0,0.1,sag,none,0.9031164868483234
8.516025378081993,1e-05,newton-cholesky,none,0.9046209144981043
31.852727193858193,0.0073529230093569,newton-cholesky,none,0.9045820752710286
94.51917200890252,1e-05,liblinear,none,0.9046185217891377
29.054062052091,1e-05,newton-cholesky,none,0.9046191003285462
63.36780221227319,0.005283816159339996,newton-cholesky,none,0.9045821110440823
79.33141724422386,1e-05,newton-cholesky,none,0.9046185575022658
49.85705424594057,0.0037363201631430776,newton-cholesky,none,0.9045819681402046
63.53158979088351,0.0033225843124756564,newton-cholesky,none,0.9046186069882829
24.1912785079283,0.00250694630027294,newton-cholesky,none,0.9046189568789188
43.15310286653867,1e-05,liblinear,none,0.9046186932018804
7.104292941233418,1e-05,liblinear,none,0.9046212645492547
88.10663077423017,1e-05,liblinear,none,0.9046185075090226
23.7072917423797,0.015082406834393155,newton-cholesky,none,0.9045819609594834
75.64862859551519,1e-05,newton-cholesky,none,0.9046185503579282
90.40359365724449,1e-05,liblinear,none,0.9046185289420362
87.13948717834617,1e-05,liblinear,none,0.904618578933139
88.66367654294417,1e-05,liblinear,none,0.9046185289420362
72.37752108389111,0.0006503161445567172,newton-cholesky,none,0.9046185641436578
90.31400158654583,1e-05,liblinear,none,0.9046185217976984
55.49407111533196,1e-05,liblinear,none,0.9046186717817081
78.00565905273575,1e-05,liblinear,none,0.9046185289356156
61.116729018703595,1e-05,newton-cholesky,none,0.9046185360350093
26.06036901926941,0.03947657691486864,newton-cg,none,0.8887433441951017
18.114752326525014,1e-05,liblinear,none,0.9046200789444513
93.4407569253271,1e-05,newton-cholesky,none,0.9046185289356158
56.44226404877208,1e-05,newton-cholesky,none,0.9046185788946156
71.44525182031228,1e-05,liblinear,none,0.9046185075004619
30.494730243458243,0.06996157438685023,liblinear,ada,0.880971781779972
19.172249247910475,1e-05,liblinear,none,0.9046199003552678
89.18471072133354,1e-05,liblinear,none,0.9046185146533605
93.88119231884234,1e-05,liblinear,none,0.9046185860967387
75.31999804362934,0.07254684793312283,newton-cg,none,0.8766984406718609
86.48751698749336,1e-05,liblinear,none,0.90461848608243
82.3682960991432,1e-05,liblinear,none,0.9046185003732456
0.001,1e-05,newton-cholesky,ada,0.833161631481238
0.001,0.1,newton-cholesky,none,0.8966323603994977
100.0,0.001006332571499498,liblinear,none,0.9046229082648777
100.0,0.023786081018344216,sag,none,0.9045091125260295
38.140765856919515,1e-05,saga,none,0.9046189289265044
11.125293038215,0.09523760209746114,sag,none,0.9040095499240856
100.0,0.0008790104147172207,liblinear,none,0.9046173785474151
100.0,0.022914474447135843,liblinear,none,0.9045890853709743
0.001,0.07424047130553216,liblinear,none,0.8960656331654512
98.50513029741667,0.08431865291106494,sag,none,0.903849641366336
98.18629827893325,0.0527589420354566,saga,none,0.9045101712131727
1.4070479783869265,0.09965934257755169,newton-cg,none,0.8766982835242517
36.923254196844645,1e-05,lbfgs,none,0.9046222145407244
100.0,0.02852161415045027,liblinear,none,0.9045890853709743
100.0,0.0012793404778418,liblinear,none,0.9046258151393056
0.7670589601769006,0.09805748829909937,liblinear,none,0.9044471298567305
0.001,0.05557749731888867,sag,none,0.8961007853616811
100.0,0.00714934366999519,saga,none,0.9046192207271728
99.17902477716883,0.06979792973755031,sag,none,0.9038156194701256
100.0,0.001168054458158863,liblinear,none,0.9046258151393056
98.54482637193935,0.055809783014922176,newton-cholesky,none,0.9043099659591586
6.233561085038475,0.0007558142831993669,sag,none,0.9046214715253121
1.4178809432222337,0.012906586456803947,liblinear,ada,0.8865998743433551
100.0,0.0009671585972382441,liblinear,none,0.9046229082648777
0.001,0.1,lbfgs,none,0.8719669930907488
18.00524784933379,1e-05,lbfgs,none,0.9046196289196556
0.001,0.1,saga,none,0.8965172458466842
73.33999224159533,1e-05,lbfgs,none,0.9046192145587638
100.0,0.023823865170951093,newton-cg,none,0.8887434442115506
99.23526791522924,0.03137009937483711,newton-cholesky,none,0.904309980245694
0.001,1e-05,lbfgs,ada,0.8331624118165064
100.0,0.006585028156519158,lbfgs,none,0.9004763023106214
100.0,0.021486160908034232,sag,none,0.9045918741595922
78.98310488066042,1e-05,newton-cg,none,0.9046190074328928
0.001,0.02911957726792783,lbfgs,none,0.8821010800161379
99.94388020578424,0.06187890647483986,liblinear,none,0.9045571954736182
63.4664106386244,0.1,newton-cholesky,none,0.904309844528958
0.001,1e-05,newton-cg,ada,0.8331609567554515
49.8721960418752,0.1,liblinear,none,0.9044543741810234
100.0,0.0028333275040621406,newton-cg,ada,0.8856807210191402
44.690174895037,0.06855325024308943,sag,none,0.9037041855330171
0.001,0.07694930116929627,newton-cholesky,none,0.8966323603994977
100.0,0.1,lbfgs,ada,0.7910640337424818
75.00418064633352,1e-05,newton-cholesky,none,0.9046185575001257
100.0,0.0076327815831929565,newton-cg,none,0.9039616794892383
62.2626121571304,1e-05,newton-cholesky,none,0.9046184931775433
100.0,0.032792173084959506,saga,none,0.9046038418938881
54.339938900315005,1e-05,lbfgs,none,0.9046214863939804
0.001,0.03426111052862787,newton-cholesky,none,0.8966323603994977
68.83926970141798,0.1,sag,none,0.9037087305981858
100.0,0.1,newton-cholesky,ada,0.8848886870734113
19.65351294090431,1e-05,newton-cg,none,0.904620121712029
28.249601616253617,0.1,newton-cholesky,none,0.9043104017145405
16.227727033071385,0.09473310101132769,liblinear,none,0.9044542884382688
27.84606911037926,0.09784511114877975,liblinear,none,0.9044543813060995
59.10895901594329,1e-05,saga,none,0.9046185360478506
39.47360014095723,1e-05,lbfgs,none,0.9046204789738637
77.65637372491422,1e-05,saga,none,0.9046185432200108
9.102126752049106,0.022203818034984276,newton-cholesky,none,0.9045825823370963
100.0,1e-05,liblinear,ada,0.8868034539873794
0.001,1e-05,newton-cholesky,none,0.8961284233446948
0.001,0.1,saga,ada,0.8338342015289545
100.0,0.06750552188513533,saga,none,0.9044447434039208
42.409453086679385,1e-05,newton-cholesky,ada,0.8868915754765044
65.74573400249176,0.1,saga,none,0.903194519068761
100.0,0.1,newton-cg,ada,0.795092463833087
99.49564097224996,1e-05,newton-cholesky,ada,0.8868058630515061
100.0,0.0639636562325511,newton-cholesky,ada,0.8848886870734113
63.93374572919803,1e-05,sag,none,0.9046185432093098
51.781192682155954,1e-05,sag,none,0.9046186217692034
47.35542583978401,0.06146760738461431,newton-cholesky,none,0.9043100588248492
64.25332009089963,1e-05,sag,none,0.9046185574979856
22.366295555152558,0.07078299207796734,sag,none,0.9039044034394964
100.0,0.1,newton-cg,none,0.8766984478161985
55.228167038477444,0.011742710451819793,saga,none,0.9046177483986103
100.0,0.033099626022401366,sag,none,0.9045674733613662
100.0,0.016752941833145886,newton-cholesky,none,0.9045821396406953
37.48133635515232,0.048603923822900866,saga,none,0.9045947348246419
0.001,0.0637030974925522,lbfgs,none,0.8719669930907488
45.89579684960667,0.07374825660083484,newton-cholesky,none,0.9043101088309333
0.001,0.009269309997685308,lbfgs,none,0.8943119897578321
57.15290636164285,1e-05,newton-cg,none,0.9046190216809048
33.47587498397328,0.0692548906691196,liblinear,none,0.9044543884418764
100.0,0.1,newton-cholesky,none,0.9043100016765674
100.0,0.04332924697042027,newton-cholesky,none,0.9043100016765674
55.17031047772194,0.008979322570501417,newton-cg,none,0.9039615008872138
95.09201939995903,1e-05,sag,none,0.9046185217912779
72.26935708857266,0.00367168589624869,newton-cholesky,none,0.9046021223663822
70.88534551504458,0.039549656542824975,liblinear,none,0.9045890710951398
66.13489235869282,0.05404872965915056,sag,none,0.904491748649039
0.001,0.007787919006060121,saga,none,0.8961425788079677
35.09840558843203,0.02180959529142161,saga,none,0.9046275823871675
0.001,0.08672425639386783,saga,none,0.8962358398619025
59.01474948719249,0.09771083659602363,newton-cholesky,none,0.9043098159537469
98.78391854229143,0.03850312898049871,saga,ada,0.8857793375149758
100.0,0.030699894810561804,liblinear,none,0.9045890853709743
61.73046958904678,1e-05,sag,none,0.9046185217741561
57.438695896783635,1e-05,sag,none,0.9046185574765834
99.02211211686799,0.06282508870707232,newton-cholesky,none,0.9043099659591586
74.31639352500217,0.0028477941420863595,newton-cholesky,none,0.9046185998589262
66.47770610107843,0.082878459284018,liblinear,none,0.9044545099170213
89.68130001594741,0.00605365871220846,newton-cg,none,0.903961665202703
100.0,1e-05,lbfgs,ada,0.886805474641251
98.31410925448277,1e-05,sag,none,0.9046185646594448
63.59711454885724,1e-05,lbfgs,none,0.904621222179753
0.001,0.009442449611219395,liblinear,none,0.8960656331654512
59.63888517977505,1e-05,sag,none,0.9046185431964687
58.70891234772002,1e-05,lbfgs,none,0.9046171358325471
100.0,0.042770888599656734,saga,none,0.9045816432670416
65.9619291765647,1e-05,sag,none,0.9046185003539841
24.33241446169541,0.03935126428977162,saga,none,0.9045157417845117
58.56754121795,1e-05,lbfgs,none,0.9046197646235505
66.31922427658141,0.0978653856943472,newton-cholesky,none,0.9043098445246777
56.64749061375864,1e-05,sag,none,0.9046185289035127
69.02369951124973,0.09373282384368267,liblinear,none,0.9044545242035565
100.0,0.04723113376066335,lbfgs,none,0.8722073959969611
65.33452231109132,1e-05,sag,none,0.9046185289291951
0.001,1e-05,saga,ada,0.8331616044921993
0.001,0.08287636644409888,newton-cholesky,ada,0.8335438899415434
66.54078656955507,0.07511631468526521,saga,none,0.9043979351693778
50.19079612212621,0.1,newton-cholesky,ada,0.8849057453051925
57.7810958133675,1e-05,lbfgs,none,0.904619636179564
69.1570483684658,0.0769803543802167,saga,none,0.904525961518086
100.0,0.02665546814070843,sag,none,0.9045443968320949
61.28599297396739,1e-05,lbfgs,none,0.904618850343069
72.12166584421654,0.07635696968814806,saga,none,0.9045348680871377
49.07582901584009,0.03289484321751013,sag,none,0.9045658521335057
63.86994876699952,1e-05,lbfgs,none,0.9046195579278588
94.59627308262952,1e-05,lbfgs,none,0.9046196648575044
81.58347459658522,1e-05,sag,none,0.9046184932246275
90.77772326680852,0.04653491220293702,liblinear,none,0.9045892782595343
69.45077305138567,1e-05,lbfgs,none,0.9046190718261017
100.0,0.07750352103930261,lbfgs,none,0.8722073959969611
0.001,0.040652117291381774,sag,none,0.8960403157845657
0.001,1e-05,newton-cg,none,0.896128466204301
100.0,0.04608113391252167,newton-cholesky,ada,0.8848886870734113
54.820196266949544,1e-05,sag,none,0.9046185217698759
98.3196008847448,0.014427504211511429,sag,none,0.9045513117302962
56.44491237696431,1e-05,lbfgs,none,0.9046173429006329
100.0,0.08176431555383967,newton-cholesky,none,0.9043100016765674
0.001,0.03660026472782127,newton-cholesky,ada,0.8335438899415434
54.352754701358194,1e-05,sag,none,0.9046185289077929
98.32636309277294,0.012143148860029984,lbfgs,none,0.8994878688863658
64.74577450726906,1e-05,sag,none,0.9046185503600682
62.972920401693294,0.009926647941147799,lbfgs,none,0.9004763094528191
50.75712099205712,0.1,newton-cg,none,0.8766984406718609
100.0,0.040699522392251386,newton-cg,none,0.8887434442115506
100.0,0.023401526036674968,saga,none,0.9046227975406663
16.717432904373446,0.09061226363665177,newton-cholesky,none,0.9043105016967461
0.001,0.08261605188484399,lbfgs,none,0.8719669930907488
100.0,0.0779905943354591,newton-cholesky,ada,0.8848886870734113
100.0,0.011179926210820937,saga,ada,0.8866203284993445
76.16763102241525,0.03358065389967793,newton-cholesky,none,0.9043098373803398
100.0,0.05896282433297319,newton-cg,none,0.8766984478161985
54.809967752776366,0.021123033204583155,sag,none,0.9046696740147153
0.001,0.06969586426320801,saga,none,0.896169774133838
49.22879084759052,0.1,lbfgs,none,0.8722073888526234
57.568541417382846,0.008270252814853909,newton-cg,ada,0.880734872504195
68.55027653385396,0.0734237787768077,newton-cholesky,none,0.9043098516668753
30.012801324703148,0.007537061916281146,newton-cg,none,0.9039613151558328
100.0,0.08390820946620921,saga,ada,0.8841907988551232
15.49130642035429,0.05399676195207126,saga,none,0.9046766227184593
71.33653911527303,0.05213440670328341,saga,none,0.9043429836095839
100.0,0.03222667229286385,liblinear,none,0.9045890853709743
77.8636951594553,1e-05,liblinear,none,0.9046185432242911
46.266501704509686,0.1,liblinear,none,0.9044543813232212
29.713023164297695,0.016046333352258683,saga,ada,0.8863806330892515
70.35766408408043,0.05537874736593383,newton-cholesky,none,0.9043098302338618
0.6390422552694004,0.045930424083878006,lbfgs,none,0.8722069316685085
56.14549304145429,1e-05,sag,none,0.9046185360499908
83.3648416718471,0.0493872251721164,sag,none,0.9045871224559074
100.0,1e-05,sag,none,0.904618528939896
44.25924597747271,0.046401486034040734,sag,none,0.9043769340760474
100.0,0.07790297993465674,liblinear,none,0.9044545813496984
100.0,0.09221604764746645,saga,none,0.9037966289625082
35.57327823101363,0.013048941061295715,newton-cholesky,ada,0.8863808844239962
1.441317850539058,0.042178326889001284,newton-cg,none,0.8887423655149909
100.0,0.06195201243229783,sag,ada,0.8861171497985417
99.9720635529295,0.08300451985539163,sag,ada,0.8857052667562524
31.090727661863884,0.007147059837153275,saga,none,0.9046192491161867
0.001,0.08475323167355983,newton-cg,none,0.8764315292372213
0.001,0.1,lbfgs,ada,0.7910640337424818
100.0,0.008363151390071318,newton-cholesky,none,0.9045821396406953
0.001,0.029342125377624467,sag,ada,0.8331339747798916
71.49592198904394,0.0693513258226383,newton-cholesky,none,0.9043098302402824
70.58312000153646,0.073474091853123,newton-cholesky,none,0.9043098230916642
70.5868303197398,0.0734243139235182,newton-cholesky,none,0.9043098230916642
71.30563773009831,0.06915225747942726,newton-cholesky,none,0.9043098373824799
70.5201322910056,0.07342830361714384,newton-cholesky,ada,0.8848956830958032
90.99593136808883,1e-05,liblinear,none,0.9046185717845209
73.19358843620493,0.0751319323734472,newton-cholesky,none,0.9043098302402823
41.26681562868912,0.05244347102609744,newton-cholesky,none,0.904310180270031
58.435048746405,1e-05,sag,none,0.9046185289077932
59.02086929139102,1e-05,sag,none,0.9046185503343859
72.25501276708233,0.074660657552211,newton-cholesky,none,0.9043098230980848
5.109089841600911,0.0674268389717327,liblinear,ada,0.8809546766112514
100.0,0.01513809342867372,sag,none,0.904654466005987
100.0,0.014985723375983582,lbfgs,none,0.8971830968206097
0.13382642181218857,0.0026823110994017626,sag,ada,0.8850916442142082
82.27851116548153,0.07683471546475794,liblinear,none,0.9044545456301495
58.48334298159399,1e-05,sag,none,0.9046185217634554
57.55501415590799,0.1,newton-cholesky,none,0.9043098302360021
100.0,0.0518847875020972,liblinear,none,0.9045890853709743
20.25635466305061,0.004884871792572667,liblinear,ada,0.8869855382571158
61.4080898590752,1e-05,sag,none,0.9046185074833404
63.37014657266515,0.1,newton-cholesky,none,0.9043098516732958
89.45038819737829,0.1,sag,none,0.9033689044321722
15.189316553161879,0.0780923800561235,liblinear,none,0.9044541955597372
22.272951403647156,1e-05,liblinear,ada,0.8869515345040496
67.31758343225252,0.06676358925576487,newton-cholesky,ada,0.8848969175499387
66.86778866715909,0.06633600925388297,newton-cholesky,ada,0.8848970959121251
61.544634889124495,0.06553324909481188,newton-cholesky,ada,0.8848994228347232
63.661236317815586,0.06541301755839107,saga,ada,0.8849603825967803
54.64125702276259,0.06245587460989226,sag,ada,0.8863763054251507
100.0,0.014721455629290666,liblinear,none,0.9045890853709743
73.48909421991218,0.058785105757349236,liblinear,none,0.9045891639779517
16.019267147066216,0.001629796430191634,liblinear,ada,0.8870061238894896
70.04788573525641,1e-05,lbfgs,none,0.9046187575843883
15.419616659136464,0.0020265450297636263,liblinear,ada,0.8870729792065156
46.32648529403533,0.025984426145083388,lbfgs,none,0.8830669913873428
15.044423498797878,0.002238131355982754,liblinear,ada,0.8870726541646151
80.99095715853969,0.06465510038579982,liblinear,none,0.9044545456301495
41.09067589972011,1e-05,liblinear,none,0.9046187360251032
14.940178823096055,0.00218260096272527,liblinear,ada,0.8870253541506736
59.745338600540414,1e-05,sag,none,0.9046185431964687
87.49707182237202,0.061059847457532325,saga,none,0.9045534239142428
82.52040800085565,0.06785028445156988,liblinear,none,0.9044545527744873
15.478025019069536,0.0020210733889474202,liblinear,ada,0.8870731716500573
24.870341708629475,0.08088344699776008,newton-cholesky,none,0.9043104445591652
62.47465404499515,0.0925514009749758,saga,none,0.904149782192938
